Title,Abstract
Treating progressive familial intrahepatic cholestasis (PFIC) with IBAT inhibitors,"Provided herein are methods for treating progressive familial intrahepatic cholestasis (PFIC) with an ileal bile acid transport (IBAT) inhibitor such as odevixibat, or a pharmaceutically acceptable salt thereof. Such methods can include reducing mean pruritus score, mean serum bile acid concentration, increasing height, normalizing weight, improving sleep, and improving liver parameters."
Conveyance scheduling and logistics system,"An apparatus and method of reserving conveyance, such as taxis and limousines, in which the pickup locations, times, and contract are established and logged electronically. The system is configured to increase the assurance that the conveyance will arrive properly on time and on location, and that the patron will also keep their end of the agreement. The system preferably configured for disincentives for either party to not follow in accord with the contract."
TREATMENT OF PAIN USING AMNION DERIVED ADHERENT CELLS,"Provided herein are methods of treatment of an individual having pain, e.g., neuropathic pain, comprising administering to the individual a therapeutically effective amount of tissue culture plastic adherent amnion-derived cells (AMDACs). Because mammalian placentas are plentiful and are normally discarded as medical waste, they represent a unique source of medically-useful stem cells."
Use of polymeric nanoparticles for vaccine delivery,"The invention relates generally to the treatment and prevention of human cancer and viral diseases. More specifically, this invention relates to development of a new generation of vaccines that rely on eliciting cellular immune responses, specifically induction of cytotoxic T lymphocytes (CTL), against cancer cells and virus-infected cells via administration of a polymeric nanoparticle containing a vaccine comprising a fusion peptide or a modified peptide. Such a fusion peptide is composed of an insertion signal sequence and a peptide derived from a tumor antigen or a viral antigen, which improves antigen presentation and induces CTL with higher efficiency against cancer cells and virus-infected cells. An exemplary peptide utilized in the invention is Mart-1:27-35 peptide."
Laser-actuated therapeutic nanoparticles,"The invention provides compositions and methods for laser actuated drug delivery. Compositions comprise serum albumin based particles conjugated with therapeutic agents which cab become bioavailable upon actuation of the particles by light, e.g. low power laser."
LONG-ACTING POLYPEPTIDES AND METHODS OF PRODUCING AND ADMINISTERING SAME,"CTP-modified human growth hormone polypeptides and pharmaceutical formulations and pharmaceutical compositions comprising the same and methods of producing, and using the same are disclosed."
LONG-ACTING POLYPEPTIDES AND METHODS OF PRODUCING AND ADMINISTERING SAME,CTP-modified human growth hormone polypeptides
INHIBITORS OF RNA-GUIDED NUCLEASE TARGET BINDING AND USES THEREOF,"Compositions and methods for inhibiting the activity of RNA-guided endonucleases, and methods for identifying such compositions are included. Methods of treatment using the inhibitory compounds, formulations and methods are also detailed, as well as control of nucleic acid editing systems and methods using said compounds."
Tissue-specific exosomes as biomarkers,"In general, the present invention relates to the field of (bio-)medicine and in particular to various metabolic diseases. Specifically, the invention provides means and methods for diagnosing, monitoring and predicting the risk for developing metabolic diseases. The invention uses exosomes as biomarkers for the aforementioned purposes. Moreover, an antibody of the present invention capable of specifically recognizing tissue-specific exosomes is also provided."
"SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED NUCLEIC ACID EDITING","The invention provides for systems, methods, and compositions for targeting and editing nucleic acids. In particular, the invention provides non-naturally occurring or engineered DNA-targeting systems comprising a DNA-targeting Cpfl protein, at least one guide molecule, and at least one adenosine deaminase protein or catalytic domain thereof."
"CRISPR/CAS-CYTIDINE DEAMINASE BASED COMPOSITIONS, SYSTEMS, AND METHODS FOR TARGETED NUCLEIC ACID EDITING","The invention provides for systems, methods, and compositions for targeting and editing nucleic acids. In particular, the invention provides non-naturally occurring or engineered RNA-targeting systems comprising a RNA-targeting Cas13 protein, at least one guide molecule, and at least one cytidine deaminase protein or catalytic domain thereof."
THREE-DIMENSIONAL SYNTHETIC LYMPHOID ORGANS AND ORGANOIDS FOR ANTIBODY DESIGN AND TESTING,"Provided herein are methods and systems for bio-printing of three-dimensional organs and organoids. Also provided herein are bio-printed/extruded three-dimensional lymphoid organoids for use in the generation and/or the assessment of immunological products and/or immune responses. Also provided herein are methods and system for lymphoid organoids for use in antigen and epitope discovery, characterizing immune response, and therapeutic compounds testing."
INDUCERS OF HEMATOPOIESIS AND FETAL GLOBIN PRODUCTION FOR TREATMENT OF CYTOPENIAS AND HEMOGLOBIN DISORDERS,"The present invention generally relates to compositions containing chemical compounds and compositions and pharmaceutical formulations of the compounds which increase the expression of total hemoglobin or globin protein such as embryonic or fetal globin, or the proliferation of hemoglobin expressing and other blood cells. These compositions can be used to treat or prevent the symptoms associated with anemia, sickle cell diseases, thalassemia, and other blood cell deficiencies and blood disorders. The invention also relates to methods for administering these compositions to subjects and for use as medical aids for the treatment and prevention of blood and other disorders."
Methods and kits for guiding growth of cells or cell components and uses thereof in tissue repair,"Provided subject matter relates to tissue engineering. More specifically provided are kits, devices and methods for in situ repair and regeneration of guided and functional growth of cells and cell components by providing into the injury site biomaterial solution including the cell(s), magnetic particles and solidifying the biomaterial while applying the magnetic field."
METHODS AND KITS FOR GUIDING GROWTH OF CELLS OR CELL COMPONENTS AND USES THEREOF IN TISSUE REPAIR,"The present invention relates to tissue engineering. More specifically the invention provides kits, devices and methods for in situ repair and regeneration of guided and functional growth of cells and cell components by providing into the injury site biomaterial solution comprising the cell/s, magnetic particles and solidifying the biomaterial while applying the magnetic field."
